iter	PairLogit	AverageGain:top=10
0	0.6883382066	0.2206896552
1	0.6838464748	0.2629310345
2	0.6797238322	0.2729885057
3	0.6756683538	0.2790229885
4	0.67142317	0.2859195402
5	0.6675045024	0.2844827586
6	0.6640785286	0.2859195402
7	0.6605847591	0.2850574713
8	0.6575369571	0.2864942529
9	0.6543190042	0.2870689655
10	0.6513285609	0.2905172414
11	0.6485939939	0.2885057471
12	0.6459009408	0.2905172414
13	0.643521454	0.299137931
14	0.6410097697	0.3
15	0.6386315325	0.3
16	0.6363998266	0.3014367816
17	0.634332732	0.3043103448
18	0.6322847634	0.3063218391
19	0.6301201065	0.3074712644
20	0.628303217	0.3100574713
21	0.6264049521	0.308045977
22	0.6244525442	0.3077586207
23	0.6226129298	0.308045977
24	0.6208289199	0.308045977
25	0.6190983242	0.3094827586
26	0.6175467039	0.3103448276
27	0.615914656	0.3091954023
28	0.6144018307	0.3103448276
29	0.6128113663	0.3112068966
30	0.6113600653	0.3109195402
31	0.6098424408	0.3146551724
32	0.6084426749	0.3143678161
33	0.6069199642	0.3129310345
34	0.6057880567	0.3166666667
35	0.6042938626	0.3189655172
36	0.6030958787	0.3189655172
37	0.6018524266	0.3192528736
38	0.6006672876	0.317816092
39	0.5994108992	0.3192528736
40	0.5979893879	0.3201149425
41	0.596973173	0.3215517241
42	0.5959021156	0.3215517241
43	0.5947368894	0.3204022989
44	0.593554691	0.3238505747
45	0.5925317006	0.324137931
46	0.5912193479	0.3252873563
47	0.5899510092	0.3221264368
48	0.5888447732	0.3232758621
49	0.5877619239	0.3261494253
50	0.586911398	0.325862069
51	0.5858508956	0.3304597701
52	0.584814346	0.3310344828
53	0.5838555095	0.3301724138
54	0.5827602866	0.3301724138
55	0.5817645532	0.333045977
56	0.5807619249	0.332183908
57	0.5799189267	0.3341954023
58	0.5790334542	0.3316091954
59	0.5780364262	0.332183908
60	0.5772706068	0.3327586207
61	0.5764699531	0.3324712644
62	0.5757141157	0.3327586207
63	0.5748380775	0.333908046
64	0.5739405324	0.3327586207
65	0.573138118	0.3344827586
66	0.5723409218	0.3344827586
67	0.5715018887	0.3333333333
68	0.5707623898	0.333045977
69	0.5699003205	0.3341954023
70	0.5690076364	0.3347701149
71	0.5682623783	0.3356321839
72	0.5676150637	0.3353448276
73	0.5668816369	0.333045977
74	0.566090861	0.3336206897
75	0.5652975567	0.3347701149
76	0.564557396	0.3370689655
77	0.5640050995	0.3376436782
78	0.5632672302	0.3367816092
79	0.5623842525	0.3387931034
80	0.5618131391	0.3393678161
81	0.5611508859	0.3393678161
82	0.560421096	0.3385057471
83	0.5597152692	0.3387931034
84	0.5588587119	0.3396551724
85	0.55815777	0.3408045977
86	0.5576434052	0.3393678161
87	0.5569522798	0.3387931034
88	0.5561723147	0.3390804598
89	0.5554998038	0.3393678161
90	0.5548818141	0.3390804598
91	0.554179168	0.3402298851
92	0.5534217185	0.3396551724
93	0.5527052541	0.342816092
94	0.5518873857	0.3422413793
95	0.5512571871	0.3413793103
96	0.5505169617	0.3422413793
97	0.5498223093	0.3431034483
98	0.5492350074	0.3422413793
99	0.548636693	0.341954023
100	0.5479493032	0.342816092
101	0.5472784599	0.3431034483
102	0.5466912821	0.3454022989
103	0.546172938	0.3459770115
104	0.545567032	0.3474137931
105	0.5448423153	0.3468390805
106	0.5443192743	0.3471264368
107	0.543742286	0.3482758621
108	0.5430484194	0.3479885057
109	0.5424922357	0.3485632184
110	0.5419227805	0.3479885057
111	0.5414100093	0.3482758621
112	0.5407841463	0.3474137931
113	0.5401247985	0.3497126437
114	0.5393887627	0.35
115	0.538840088	0.3494252874
116	0.5382496108	0.3505747126
117	0.5376454358	0.3511494253
118	0.5370775707	0.3505747126
119	0.536436637	0.3511494253
120	0.5359248476	0.3520114943
121	0.5352918482	0.3522988506
122	0.5347634081	0.3525862069
123	0.5341550911	0.3531609195
124	0.5335916663	0.3540229885
125	0.5330595111	0.3554597701
126	0.5323368872	0.3543103448
127	0.5318370142	0.3540229885
128	0.5312650011	0.3545977011
129	0.5307208571	0.3548850575
130	0.5301345978	0.3554597701
131	0.5296663138	0.3548850575
132	0.5291309726	0.3554597701
133	0.5285573508	0.3554597701
134	0.527887655	0.3557471264
135	0.5272974435	0.3548850575
136	0.5268235615	0.3551724138
137	0.5262636257	0.3560344828
138	0.525732902	0.3557471264
139	0.5251837374	0.3551724138
140	0.524661965	0.3563218391
141	0.5242349939	0.3545977011
142	0.5237200947	0.3548850575
143	0.5231472656	0.3551724138
144	0.5224971315	0.3557471264
145	0.5219112454	0.3543103448
146	0.5212470134	0.3543103448
147	0.5208107891	0.3545977011
148	0.5202931666	0.3543103448
149	0.5197950552	0.3537356322
150	0.5193697898	0.3537356322
151	0.5189774078	0.3545977011
152	0.5183748312	0.3560344828
153	0.5178466484	0.3554597701
154	0.5173960497	0.3554597701
155	0.5166888837	0.3548850575
156	0.5162134377	0.3560344828
157	0.5158172363	0.3566091954
158	0.5152625624	0.3574712644
159	0.5147758124	0.3568965517
160	0.5143749496	0.3560344828
161	0.513843321	0.3568965517
162	0.5134179652	0.357183908
163	0.5129383415	0.3574712644
164	0.5125439921	0.357183908
165	0.5119147131	0.3583333333
166	0.5114381234	0.3577586207
167	0.5108268408	0.3583333333
168	0.510335661	0.358908046
169	0.5099388047	0.358908046
170	0.509423428	0.358908046
171	0.5090875592	0.358908046
172	0.508464182	0.3600574713
173	0.5078718875	0.3597701149
174	0.5075231208	0.3603448276
175	0.5071258369	0.3606321839
176	0.506689954	0.3620689655
177	0.5059753799	0.3620689655
178	0.5055294977	0.3612068966
179	0.5048793109	0.3614942529
180	0.5043621788	0.3609195402
181	0.5038437125	0.3620689655
182	0.5034021833	0.3637931034
183	0.502918114	0.3632183908
184	0.5025393896	0.3623563218
185	0.5020368193	0.3629310345
186	0.5015593521	0.3635057471
187	0.5009304889	0.3635057471
188	0.5005534939	0.3646551724
189	0.5001651488	0.3646551724
190	0.4997789886	0.3649425287
191	0.4992917629	0.3646551724
192	0.498891192	0.3643678161
193	0.4983044995	0.3649425287
194	0.4977737161	0.3649425287
195	0.4973037739	0.3655172414
196	0.4968251604	0.3655172414
197	0.4963338166	0.3658045977
198	0.4959080513	0.3658045977
199	0.4953937793	0.3666666667
200	0.4950479929	0.3663793103
201	0.4946924032	0.3666666667
202	0.4943895562	0.3675287356
203	0.4938464725	0.3683908046
204	0.4933261483	0.3681034483
205	0.4927747736	0.3704022989
206	0.4921635003	0.3704022989
207	0.4915533081	0.3704022989
208	0.4911115888	0.3695402299
209	0.490792834	0.3692528736
210	0.490398829	0.3698275862
211	0.490032021	0.3706896552
212	0.4895907589	0.3709770115
213	0.4892217118	0.3712643678
214	0.4888022556	0.3715517241
215	0.4884371286	0.3709770115
216	0.4880231274	0.3706896552
217	0.487531666	0.3706896552
218	0.4871424758	0.3712643678
219	0.4865490676	0.3709770115
220	0.4861260922	0.3709770115
221	0.4857427863	0.3718390805
222	0.4853203003	0.3718390805
223	0.4849876144	0.3715517241
224	0.4845989167	0.3721264368
225	0.48402854	0.3724137931
226	0.4836082361	0.3729885057
227	0.4831358774	0.3721264368
228	0.4826737434	0.3727011494
229	0.4821695039	0.3729885057
230	0.4817676901	0.3735632184
231	0.4811544526	0.3744252874
232	0.4806527892	0.3744252874
233	0.4802579286	0.3747126437
234	0.4799058492	0.374137931
235	0.4795033866	0.3752873563
236	0.4791955745	0.3752873563
237	0.4785590023	0.3752873563
238	0.4781059519	0.375862069
239	0.4776311019	0.3752873563
240	0.4770488941	0.3764367816
241	0.476594657	0.3755747126
242	0.4762620351	0.3755747126
243	0.4758253174	0.3764367816
244	0.4755378976	0.3764367816
245	0.4752399774	0.3764367816
246	0.4748781374	0.3764367816
247	0.4745447243	0.3767241379
248	0.474149718	0.3767241379
249	0.4736535535	0.3772988506
250	0.4732859197	0.3775862069
251	0.4729163841	0.3775862069
252	0.4725580618	0.3775862069
253	0.4720557361	0.3784482759
254	0.4716736262	0.3787356322
255	0.4712969772	0.3784482759
256	0.4708908575	0.3787356322
257	0.4703776141	0.3784482759
258	0.470006293	0.3781609195
259	0.4695504122	0.3784482759
260	0.4692568351	0.3790229885
261	0.4687776903	0.3784482759
262	0.4683805913	0.3790229885
263	0.467876673	0.3793103448
264	0.4675537571	0.3801724138
265	0.4671263461	0.3790229885
266	0.4666084109	0.3798850575
267	0.4662350137	0.3810344828
268	0.4658916723	0.3807471264
269	0.46542561	0.3810344828
270	0.4650443173	0.3813218391
271	0.4647076853	0.3813218391
272	0.4645521754	0.3810344828
273	0.4641453254	0.3810344828
274	0.4637567097	0.382183908
275	0.4633130665	0.3816091954
276	0.463104063	0.3824712644
277	0.4625636264	0.3810344828
278	0.4622021558	0.3816091954
279	0.4618660422	0.3810344828
280	0.461546449	0.3816091954
281	0.4610363042	0.3813218391
282	0.4607645165	0.3818965517
283	0.4603332413	0.3816091954
284	0.4600198742	0.3818965517
285	0.4594928251	0.3818965517
286	0.4591991986	0.382183908
287	0.4588448776	0.3827586207
288	0.4584835125	0.3827586207
289	0.4581225728	0.3836206897
290	0.4577623835	0.3836206897
291	0.4573244441	0.3844827586
292	0.4569914867	0.3836206897
293	0.4565855976	0.3836206897
294	0.4561546992	0.3836206897
295	0.4556437048	0.383908046
296	0.4553092291	0.383908046
297	0.4550148674	0.3844827586
298	0.4545335748	0.3844827586
299	0.454152781	0.3850574713
300	0.4537768599	0.3856321839
301	0.4532631605	0.3856321839
302	0.4529579822	0.3859195402
303	0.4525187915	0.3856321839
304	0.4521960324	0.3856321839
305	0.4518268686	0.3864942529
306	0.4514684802	0.3864942529
307	0.4510668071	0.3873563218
308	0.4507120997	0.3876436782
309	0.450315363	0.3870689655
310	0.4498831413	0.3856321839
311	0.4494737672	0.3856321839
312	0.4492309359	0.3859195402
313	0.4488628095	0.3859195402
314	0.4486158624	0.3862068966
315	0.448279921	0.3859195402
316	0.4479218748	0.3862068966
317	0.4475242902	0.3859195402
318	0.4471511025	0.3864942529
319	0.4467784322	0.3862068966
320	0.446322054	0.3870689655
321	0.4460320194	0.3870689655
322	0.4456673582	0.3870689655
323	0.4452788216	0.3864942529
324	0.4448170173	0.3870689655
325	0.4444864531	0.3870689655
326	0.4441299727	0.3867816092
327	0.4437889929	0.3870689655
328	0.4434807605	0.3870689655
329	0.4430662409	0.3864942529
330	0.4426233993	0.3870689655
331	0.4421347048	0.3870689655
332	0.4417614892	0.3876436782
333	0.4413459185	0.3876436782
334	0.4408267595	0.3876436782
335	0.4404750334	0.3876436782
336	0.4401485858	0.3876436782
337	0.4397828383	0.3876436782
338	0.4394597046	0.3882183908
339	0.4390858221	0.3885057471
340	0.4386952167	0.3882183908
341	0.4383766294	0.3876436782
342	0.4379672008	0.3876436782
343	0.4376056298	0.3882183908
344	0.4373795028	0.3876436782
345	0.4369520759	0.3876436782
346	0.4366791019	0.3876436782
347	0.4362966417	0.3870689655
348	0.4358459176	0.3867816092
349	0.4355276915	0.3867816092
350	0.4351405228	0.3870689655
351	0.4347738295	0.3882183908
352	0.4344628428	0.3879310345
353	0.4342423994	0.3873563218
354	0.4338329231	0.3864942529
355	0.4335312112	0.3870689655
356	0.4331528301	0.3867816092
357	0.4328461924	0.3879310345
358	0.432502225	0.3876436782
359	0.4321313066	0.3879310345
360	0.4316761828	0.3879310345
361	0.4314274436	0.3885057471
362	0.431137422	0.3890804598
363	0.430849256	0.3890804598
364	0.4304216647	0.3899425287
365	0.4299254276	0.3896551724
366	0.4295036105	0.3896551724
367	0.4291730394	0.3896551724
368	0.4289381806	0.3896551724
369	0.4285715722	0.3899425287
370	0.4282085006	0.3899425287
371	0.427858682	0.3908045977
372	0.4275526418	0.3916666667
373	0.4271200457	0.3913793103
374	0.4267401928	0.391091954
375	0.4264572081	0.391091954
376	0.4260947037	0.391091954
377	0.4256866159	0.3913793103
378	0.4254609	0.391954023
379	0.4252225452	0.391954023
380	0.4247782108	0.392816092
381	0.4244952796	0.392816092
382	0.424133718	0.3931034483
383	0.4238122439	0.3931034483
384	0.4234520339	0.3925287356
385	0.4231227141	0.392816092
386	0.4228718671	0.392816092
387	0.4224488318	0.3931034483
388	0.4220899104	0.3933908046
389	0.4216889445	0.3939655172
390	0.4213557552	0.3939655172
391	0.4210269039	0.392816092
392	0.4206975975	0.3933908046
393	0.420419146	0.3939655172
394	0.4201335548	0.3933908046
395	0.4197243228	0.3922413793
396	0.4193173177	0.3925287356
397	0.4189850459	0.3931034483
398	0.4187622446	0.3933908046
399	0.4184766261	0.3936781609
400	0.4181096126	0.3936781609
401	0.4178348056	0.3939655172
402	0.4175016362	0.3931034483
403	0.4171685305	0.3933908046
404	0.4169204383	0.3933908046
405	0.4166616817	0.3936781609
406	0.4163108003	0.3936781609
407	0.4159178717	0.3942528736
408	0.4157144386	0.3945402299
409	0.4154311366	0.3951149425
410	0.4152385133	0.3954022989
411	0.414855313	0.3959770115
412	0.4144629135	0.3959770115
413	0.4140972429	0.3968390805
414	0.4138218231	0.3965517241
415	0.4135001869	0.3965517241
416	0.4132209737	0.3974137931
417	0.4130719087	0.3965517241
418	0.4127179393	0.3971264368
419	0.412362785	0.3971264368
420	0.4120218908	0.3968390805
421	0.4116907097	0.3965517241
422	0.4114416931	0.3959770115
423	0.4111365154	0.3965517241
424	0.4109175833	0.3962643678
425	0.4106298105	0.3968390805
426	0.4103383921	0.3968390805
427	0.4100340418	0.3971264368
428	0.40973478	0.3971264368
429	0.4094048328	0.3968390805
430	0.4089884474	0.3974137931
431	0.4087295591	0.3971264368
432	0.4083208302	0.3971264368
433	0.4080100462	0.3977011494
434	0.4076418384	0.3977011494
435	0.4073412418	0.3974137931
436	0.4070135046	0.3974137931
437	0.4067138529	0.3979885057
438	0.4063286483	0.3977011494
439	0.4060225945	0.3971264368
440	0.4057092701	0.3968390805
441	0.405403154	0.3979885057
442	0.4050536201	0.3979885057
443	0.404886358	0.3982758621
444	0.404539393	0.3979885057
445	0.4042799388	0.3974137931
446	0.4041029343	0.3979885057
447	0.4037538313	0.3979885057
448	0.4034415398	0.3985632184
449	0.4031632723	0.3985632184
450	0.4028148931	0.3985632184
451	0.402553042	0.399137931
452	0.4022816107	0.3997126437
453	0.4019924939	0.3994252874
454	0.4017329647	0.400862069
455	0.4014316495	0.4005747126
456	0.4010342066	0.4005747126
457	0.4005703622	0.400862069
458	0.4002338193	0.400862069
459	0.3999181451	0.4011494253
460	0.3995379351	0.4020114943
461	0.3993326833	0.4020114943
462	0.399025053	0.4020114943
463	0.3987665553	0.4020114943
464	0.3985303445	0.4011494253
465	0.3982200763	0.400862069
466	0.3978887647	0.400862069
467	0.3975898441	0.4005747126
468	0.397162271	0.4005747126
469	0.3968243768	0.4014367816
470	0.3964691953	0.4005747126
471	0.3961757318	0.400862069
472	0.3959380977	0.4011494253
473	0.3956780077	0.4005747126
474	0.3954161859	0.4014367816
475	0.3952791556	0.4014367816
476	0.3949773372	0.4017241379
477	0.3947033787	0.4011494253
478	0.3945182192	0.400862069
479	0.3943133188	0.400862069
480	0.3939821245	0.4017241379
481	0.3937053716	0.4020114943
482	0.3933993019	0.4022988506
483	0.3930808809	0.4022988506
484	0.392723338	0.4025862069
485	0.3924188735	0.4028735632
486	0.3922050878	0.4031609195
487	0.3919652431	0.4031609195
488	0.3917108196	0.4031609195
489	0.3914856174	0.4034482759
490	0.3911832245	0.4040229885
491	0.3907920008	0.4040229885
492	0.3905541254	0.4037356322
493	0.3903626623	0.4037356322
494	0.3901516443	0.4043103448
495	0.390017136	0.4043103448
496	0.3898706401	0.4043103448
497	0.3895696581	0.4043103448
498	0.389414938	0.4037356322
499	0.3891104438	0.4043103448
500	0.3886260986	0.4043103448
501	0.3883167655	0.4043103448
502	0.3880896777	0.4043103448
503	0.3877335577	0.4043103448
504	0.3873837474	0.4048850575
505	0.3870779558	0.4051724138
506	0.3867652322	0.4048850575
507	0.3864415861	0.4048850575
508	0.3861522766	0.4048850575
509	0.3857423462	0.4051724138
510	0.3854990286	0.4054597701
511	0.3852901953	0.4057471264
512	0.3849629129	0.4057471264
513	0.3846972436	0.4057471264
514	0.3844767123	0.4060344828
515	0.3841547654	0.4063218391
516	0.3839607151	0.4068965517
517	0.3836780303	0.4066091954
518	0.3833539713	0.4051724138
519	0.3830869512	0.4063218391
520	0.3828132033	0.4066091954
521	0.382373284	0.4060344828
522	0.3822164096	0.4060344828
523	0.3819659239	0.4063218391
524	0.3817156978	0.4068965517
525	0.3815450033	0.4063218391
526	0.3813173466	0.4057471264
527	0.3810459844	0.4040229885
528	0.3807094314	0.4048850575
529	0.3805411711	0.4054597701
530	0.3802997254	0.4045977011
531	0.3800189751	0.4051724138
532	0.3798122368	0.4051724138
533	0.3794875959	0.4054597701
534	0.3791786471	0.4054597701
535	0.3788581067	0.4054597701
536	0.3785583043	0.4057471264
537	0.3782652285	0.4060344828
538	0.3780237756	0.4060344828
539	0.3777097926	0.4060344828
540	0.3775256293	0.4051724138
541	0.3772752258	0.4051724138
542	0.3770308365	0.4054597701
543	0.3767538652	0.4063218391
544	0.3764351248	0.4063218391
545	0.3762064221	0.4063218391
546	0.3758483088	0.4060344828
547	0.3756458333	0.4060344828
548	0.3754047796	0.4060344828
549	0.3751450814	0.4066091954
550	0.3748893659	0.4063218391
551	0.3746818088	0.4063218391
552	0.3742971747	0.4066091954
553	0.3739828921	0.407183908
554	0.3737276169	0.408045977
555	0.373481822	0.4077586207
556	0.373246627	0.408045977
557	0.3729261613	0.4077586207
558	0.3726687921	0.4077586207
559	0.3723831368	0.408045977
560	0.3721215619	0.408045977
561	0.3719390622	0.408045977
562	0.3717153259	0.4086206897
563	0.3714115353	0.4086206897
564	0.3712099026	0.4091954023
565	0.3709273106	0.4097701149
566	0.3707093952	0.4091954023
567	0.3704357595	0.4106321839
568	0.3702513577	0.4100574713
569	0.3699053158	0.4100574713
570	0.3695680718	0.4103448276
571	0.3692657965	0.4109195402
572	0.3690895496	0.4109195402
573	0.368791801	0.4112068966
574	0.3684358704	0.4103448276
575	0.3682043133	0.4109195402
576	0.3679179241	0.4106321839
577	0.3677092711	0.4106321839
578	0.3674553518	0.4112068966
579	0.3672216172	0.4112068966
580	0.3669068129	0.4117816092
581	0.3665927269	0.4112068966
582	0.3663092363	0.4106321839
583	0.3659841086	0.4109195402
584	0.365771824	0.4109195402
585	0.3654919872	0.4106321839
586	0.3651958142	0.4097701149
587	0.3649240278	0.4106321839
588	0.3646185095	0.4114942529
589	0.3643159701	0.4114942529
590	0.3641012383	0.4114942529
591	0.3638506606	0.4117816092
592	0.3635432068	0.4117816092
593	0.3631987057	0.4117816092
594	0.3629872374	0.4117816092
595	0.3626787775	0.4112068966
596	0.3624169203	0.4129310345
597	0.3621554027	0.4126436782
598	0.3618705268	0.4129310345
599	0.3616453216	0.4129310345
600	0.3613833502	0.4129310345
601	0.3611513202	0.4132183908
602	0.3609623527	0.4135057471
603	0.3607702797	0.4135057471
604	0.3604603472	0.4129310345
605	0.3601381658	0.4135057471
606	0.3599029906	0.4137931034
607	0.3596678983	0.4135057471
608	0.3594579117	0.4135057471
609	0.3592245313	0.4135057471
610	0.359023537	0.4135057471
611	0.3587254546	0.4132183908
612	0.3585049331	0.4135057471
613	0.358256013	0.4137931034
614	0.3580246282	0.4140804598
615	0.3578226235	0.4140804598
616	0.3575522401	0.4135057471
617	0.3572467203	0.4137931034
618	0.3569851669	0.4137931034
619	0.3567283593	0.4140804598
620	0.3564629018	0.4143678161
621	0.3561715179	0.4146551724
622	0.3559030173	0.4152298851
623	0.3556855216	0.4155172414
624	0.3554776195	0.4152298851
625	0.3551312189	0.4152298851
626	0.3548218441	0.416091954
627	0.3545965747	0.4166666667
628	0.354324842	0.4163793103
629	0.3540806493	0.4163793103
630	0.3537702352	0.416954023
631	0.3535819517	0.4166666667
632	0.3533464241	0.4172413793
633	0.3530553075	0.4172413793
634	0.3528919486	0.4172413793
635	0.3525574204	0.4172413793
636	0.3523115222	0.4172413793
637	0.3520300853	0.4172413793
638	0.3517586765	0.4175287356
639	0.3515905091	0.416954023
640	0.3514379898	0.4172413793
641	0.3512017217	0.4172413793
642	0.3509952552	0.4172413793
643	0.3506675812	0.4183908046
644	0.3505099797	0.4183908046
645	0.3503293445	0.4183908046
646	0.3502086727	0.4181034483
647	0.3499032907	0.4181034483
648	0.3496977497	0.4181034483
649	0.3494184522	0.4181034483
650	0.3492456848	0.4181034483
651	0.3490066706	0.4181034483
652	0.3488072412	0.417816092
653	0.348650205	0.4181034483
654	0.3483207653	0.4181034483
655	0.3480676602	0.417816092
656	0.3478842077	0.417816092
657	0.3476566218	0.4175287356
658	0.3473902085	0.417816092
659	0.3472003984	0.4181034483
660	0.346988215	0.4175287356
661	0.3466907662	0.4181034483
662	0.3464730286	0.4181034483
663	0.3462472511	0.4189655172
664	0.3460288807	0.4192528736
665	0.3457576416	0.4189655172
666	0.3454934687	0.4195402299
667	0.3452050038	0.4195402299
668	0.3449676223	0.4195402299
669	0.3446799183	0.4189655172
670	0.3444152262	0.4189655172
671	0.3441693445	0.4189655172
672	0.3440218076	0.4192528736
673	0.3437881296	0.4192528736
674	0.3435867047	0.4201149425
675	0.3433866645	0.4198275862
676	0.343147346	0.4198275862
677	0.3429486177	0.4192528736
678	0.3426148119	0.4195402299
679	0.3424394762	0.4195402299
